Shipment ID,Order ID,Carrier Name,Dispatch Date,Delivery Date,Status
5146,1889,May-Williams,2025-02-01,2025-02-01,Delivered
5147,1487,Pearson-Miller,2025-02-01,2025-02-01,Delivered
5148,5968,Jenkins Group,2025-02-01,2025-02-01,Delayed
5149,3095,Smith-Ross,2025-02-01,2025-02-01,In Transit
5150,1937,Short Group,2025-02-01,2025-02-01,Delivered
5151,5540,"Clayton, Richards and Hamilton",2025-02-01,2025-02-01,Delivered
5152,4137,Knight Inc,2025-02-01,2025-02-01,Delivered
5153,7073,"Rodriguez, Myers and Davenport",2025-02-01,2025-02-01,Delayed
5154,6371,Morgan-Collins,2025-02-01,2025-02-01,Lost
5155,9528,Davis PLC,2025-02-01,2025-02-01,Delivered
5156,7619,Pena Group,2025-02-01,2025-02-01,In Transit
5157,6983,"Moore, Short and Pruitt",2025-02-01,2025-02-01,Lost
5158,5379,"Anderson, Ortega and Pierce",2025-02-01,2025-02-01,Lost
5159,4890,"Arias, Gonzalez and Porter",2025-02-01,2025-02-01,Delayed
5160,375,Jenkins Group,2025-02-01,2025-02-01,Delivered
5161,1415,"Tanner, Williams and West",2025-02-01,2025-02-01,Delayed
5162,8439,"Contreras, Potter and Jones",2025-02-01,2025-02-01,Delivered
5163,3007,Lewis LLC,2025-02-01,2025-02-01,In Transit
5164,1214,Howard Inc,2025-02-01,2025-02-01,Delayed
5165,5415,Hernandez Group,2025-02-01,2025-02-01,Lost
5166,2959,Collins PLC,2025-02-01,2025-02-01,In Transit
5167,5686,"Gutierrez, Taylor and Jordan",2025-02-01,2025-02-01,Delayed
5168,5248,Dudley-Mitchell,2025-02-01,2025-02-01,Delivered
5169,2667,Miller Group,2025-02-01,2025-02-01,In Transit
5170,6499,"Brooks, Berry and Gomez",2025-02-01,2025-02-01,Delayed
5171,5764,"Jimenez, Howard and Fowler",2025-02-01,2025-02-01,Delayed
5172,14,Elliott-Rodgers,2025-02-01,2025-02-01,Delivered
5173,6349,"Jones, Cooper and Morris",2025-02-01,2025-02-01,Delayed
5174,6020,Williams Inc,2025-02-01,2025-02-01,In Transit
5175,5778,"Hall, Kent and Sanchez",2025-02-01,2025-02-01,Delivered
5176,6420,Ellis-Ramirez,2025-02-01,2025-02-01,In Transit
5177,7579,Perez Ltd,2025-02-01,2025-02-01,Delivered
5178,2438,"Parker, Shelton and Fox",2025-02-01,2025-02-01,Delayed
5179,9474,"Campbell, Zimmerman and Phillips",2025-02-01,2025-02-01,Delivered
5180,9503,Green Ltd,2025-02-01,2025-02-01,Delivered
5181,8718,"Castillo, Cobb and Mccormick",2025-02-01,2025-02-01,Lost
5182,6360,"Ayala, Garcia and Pope",2025-02-01,2025-02-01,In Transit
5183,1605,"Hurst, Hopkins and Jones",2025-02-01,2025-02-01,In Transit
5184,6553,"Ramos, Carter and Joyce",2025-02-01,2025-02-01,Delayed
5185,2950,Riley and Sons,2025-02-01,2025-02-01,Delayed
5186,4672,"Green, Martinez and Shaw",2025-02-01,2025-02-01,Delayed
5187,3206,"Bailey, Munoz and Montes",2025-02-01,2025-02-01,In Transit
5188,5145,Black-Jones,2025-02-01,2025-02-01,Delivered
5189,3463,Harrison-Berry,2025-02-01,2025-02-01,Lost
5190,1692,"Paul, Perez and Gregory",2025-02-01,2025-02-01,Delayed
5191,1567,Ali-Curtis,2025-02-01,2025-02-01,Lost
5192,3827,Ellison LLC,2025-02-01,2025-02-01,Lost
5193,293,"Johnson, Barton and Perry",2025-02-01,2025-02-01,Lost
5194,2653,Case and Sons,2025-02-01,2025-02-01,Lost
5195,4272,"Wong, Allen and Fitzpatrick",2025-02-01,2025-02-01,Delivered
5196,480,Vincent-Harvey,2025-02-01,2025-02-01,In Transit
5197,5727,"Chandler, Martinez and Mills",2025-02-01,2025-02-01,In Transit
5198,3002,Bauer and Sons,2025-02-01,2025-02-01,Delayed
5199,77,"Hernandez, Stanton and Dixon",2025-02-01,2025-02-01,Lost
5200,9341,Tate-Villegas,2025-02-01,2025-02-01,Delivered
5201,9865,Saunders Ltd,2025-02-01,2025-02-01,Lost
5202,7761,Brown-Foley,2025-02-01,2025-02-01,In Transit
5203,773,"Watson, Brewer and Smith",2025-02-01,2025-02-01,Delayed
5204,8321,Barnett-Lopez,2025-02-01,2025-02-01,Delayed
5205,9597,Reeves-Russo,2025-02-01,2025-02-01,In Transit
5206,5703,Cook-Hernandez,2025-02-01,2025-02-01,In Transit
5207,5879,"Williams, Rodgers and Williams",2025-02-01,2025-02-01,Delayed
5208,2797,"Abbott, Allen and Munoz",2025-02-01,2025-02-01,Delayed
5209,9112,Alvarado-Martin,2025-02-01,2025-02-01,Lost
5210,8565,"Chapman, Hamilton and Flowers",2025-02-01,2025-02-01,Delayed
5211,722,Cochran LLC,2025-02-01,2025-02-01,Delayed
5212,1717,Rodriguez-Shelton,2025-02-01,2025-02-01,Delayed
5213,8183,"Walker, Hunter and Cox",2025-02-01,2025-02-01,In Transit
5214,4265,"Martin, Stokes and Newton",2025-02-01,2025-02-01,In Transit
5215,8393,Pratt-Bell,2025-02-01,2025-02-01,Lost
5216,7995,"Ray, Martin and Mcfarland",2025-02-01,2025-02-01,Delayed
5217,1271,"Mcknight, Rosario and Ward",2025-02-01,2025-02-01,Delayed
5218,6564,Woodward Inc,2025-02-01,2025-02-01,Delivered
5219,2193,"Everett, Perez and Mcguire",2025-02-01,2025-02-01,In Transit
5220,3270,Roth-Rivera,2025-02-01,2025-02-01,Lost
5221,9541,"Decker, Curry and Villarreal",2025-02-01,2025-02-01,In Transit
5222,1034,"Williams, Rodriguez and Smith",2025-02-01,2025-02-01,Lost
5223,9088,Jimenez Group,2025-02-01,2025-02-01,Delayed
5224,226,"Kelly, Velasquez and Boyd",2025-02-01,2025-02-01,Delayed
5225,7827,Bell Ltd,2025-02-01,2025-02-01,Lost
5226,3861,Hunt Ltd,2025-02-01,2025-02-01,Delivered
5227,188,Lee-Mendez,2025-02-01,2025-02-01,Delayed
5228,7716,Eaton Group,2025-02-01,2025-02-01,In Transit
5229,4994,Cross Group,2025-02-01,2025-02-01,In Transit
5230,5152,"Jackson, Pitts and Moses",2025-02-01,2025-02-01,Delivered
5231,8214,White PLC,2025-02-01,2025-02-01,Delayed
5232,2271,Lee-Jones,2025-02-01,2025-02-01,Lost
5233,6227,"Green, Mcguire and Ryan",2025-02-01,2025-02-01,Lost
5234,7483,Wallace Group,2025-02-01,2025-02-01,Delayed
5235,1679,"Davis, Callahan and Evans",2025-02-01,2025-02-01,Lost
5236,5508,Lamb-Lloyd,2025-02-01,2025-02-01,Delivered
5237,7285,Keller-Stewart,2025-02-01,2025-02-01,Delayed
5238,6687,Thompson-Baker,2025-02-01,2025-02-01,Lost
5239,7222,Smith-Andrews,2025-02-01,2025-02-01,Delayed
5240,6868,Pugh-Jones,2025-02-01,2025-02-01,Delivered
5241,7263,Wade Group,2025-02-01,2025-02-01,In Transit
5242,6192,Holland Inc,2025-02-01,2025-02-01,Delayed
5243,3876,"Moore, Davis and Velez",2025-02-01,2025-02-01,Lost
5244,1116,Delgado Group,2025-02-01,2025-02-01,In Transit
5245,1547,Woods PLC,2025-02-01,2025-02-01,Lost
5246,8486,Poole-Brooks,2025-02-01,2025-02-01,Delayed
5247,9629,"Russell, Powell and Stevens",2025-02-01,2025-02-01,Delayed
5248,2266,Cortez Inc,2025-02-01,2025-02-01,Delayed
5249,1162,Cooley-Mack,2025-02-01,2025-02-01,Lost
5250,1928,Valdez-Peterson,2025-02-01,2025-02-01,Lost
5251,8555,Wood-Richard,2025-02-01,2025-02-01,Lost
5252,4929,"Ellis, Lee and Taylor",2025-02-01,2025-02-01,Lost
5253,8973,Mccann-Miller,2025-02-01,2025-02-01,Delivered
5254,5153,Hamilton LLC,2025-02-01,2025-02-01,Lost
5255,4064,"Hernandez, Sanchez and Salazar",2025-02-01,2025-02-01,Delayed
5256,3343,"Lopez, Collins and Washington",2025-02-01,2025-02-01,Delivered
5257,5320,Monroe LLC,2025-02-01,2025-02-01,In Transit
5258,165,Huff Inc,2025-02-01,2025-02-01,In Transit
5259,1342,Martin-Carlson,2025-02-01,2025-02-01,In Transit
5260,2713,Reid Group,2025-02-01,2025-02-01,Delivered
5261,1921,Brown PLC,2025-02-01,2025-02-01,Delayed
5262,9366,Bell Inc,2025-02-01,2025-02-01,In Transit
5263,4422,Reynolds Inc,2025-02-01,2025-02-01,In Transit
5264,873,Robinson Group,2025-02-01,2025-02-01,In Transit
5265,1471,"Brown, Wilson and Stevens",2025-02-01,2025-02-01,Delivered
5266,745,"Harrison, Lynch and Leonard",2025-02-01,2025-02-01,In Transit
5267,7428,"Irwin, Gutierrez and Johnson",2025-02-01,2025-02-01,Delayed
5268,7659,"Williams, Murray and Gilbert",2025-02-01,2025-02-01,Delayed
5269,9177,Jacobs PLC,2025-02-01,2025-02-01,In Transit
5270,5134,"Caldwell, Henry and Holmes",2025-02-01,2025-02-01,Lost
5271,9317,"Ryan, Escobar and Hernandez",2025-02-01,2025-02-01,Lost
5272,1581,Howell-Andersen,2025-02-01,2025-02-01,Delayed
5273,2122,"Jordan, Thompson and Downs",2025-02-01,2025-02-01,Delivered
5274,8203,"Young, Salas and Landry",2025-02-01,2025-02-01,In Transit
5275,3050,Lam LLC,2025-02-01,2025-02-01,In Transit
5276,2832,"Travis, Smith and Burnett",2025-02-01,2025-02-01,Delayed
5277,5278,Chavez-Hernandez,2025-02-01,2025-02-01,Delivered
5278,4304,Conley Group,2025-02-01,2025-02-01,Lost
5279,144,Hill PLC,2025-02-01,2025-02-01,In Transit
5280,8161,Meza Group,2025-02-01,2025-02-01,In Transit
5281,9580,"Gallegos, Flynn and Li",2025-02-01,2025-02-01,Delivered
5282,7559,Miller-Conner,2025-02-01,2025-02-01,Delayed
5283,7351,Santiago-Jackson,2025-02-01,2025-02-01,Delayed
5284,3164,Escobar-Ortiz,2025-02-01,2025-02-01,Lost
5285,4721,"Miller, Walker and Macias",2025-02-01,2025-02-01,Delivered
5286,5408,Rodriguez-Acosta,2025-02-01,2025-02-01,Delayed
5287,2924,"Pratt, Johnson and Orr",2025-02-01,2025-02-01,Delayed
5288,7567,Reynolds-Torres,2025-02-01,2025-02-01,In Transit
5289,2822,Carrillo Ltd,2025-02-01,2025-02-01,Lost
5290,1771,Garcia-Hodges,2025-02-01,2025-02-01,Delayed
5291,4788,Simpson PLC,2025-02-01,2025-02-01,Lost
5292,6647,Dean Ltd,2025-02-01,2025-02-01,Lost
5293,9938,"Carlson, Smith and Mason",2025-02-01,2025-02-01,Delivered
5294,25,"Henderson, Weeks and Jones",2025-02-01,2025-02-01,Lost
5295,2856,Patterson Ltd,2025-02-01,2025-02-01,Lost
5296,2444,Garcia Group,2025-02-01,2025-02-01,Delivered
5297,3859,Martin-Smith,2025-02-01,2025-02-01,In Transit
5298,8573,"Costa, Peterson and Stone",2025-02-01,2025-02-01,Lost
5299,418,Ramirez Ltd,2025-02-01,2025-02-01,Lost
5300,3946,"Holland, Washington and Sutton",2025-02-01,2025-02-01,Delivered
5301,4958,Mitchell Inc,2025-02-01,2025-02-01,Delayed
5302,5742,Gonzalez LLC,2025-02-01,2025-02-01,Delivered
5303,9539,Davis-Bailey,2025-02-01,2025-02-01,Lost
5304,5897,Thompson-Hernandez,2025-02-01,2025-02-01,In Transit
5305,8994,Schultz-Mcdonald,2025-02-01,2025-02-01,Delivered
5306,9332,Bishop PLC,2025-02-01,2025-02-01,In Transit
5307,3296,White LLC,2025-02-01,2025-02-01,Delayed
5308,6380,"Johnson, Smith and Valencia",2025-02-01,2025-02-01,In Transit
5309,2268,Baker PLC,2025-02-01,2025-02-01,Delayed
5310,4563,Calhoun-Tucker,2025-02-01,2025-02-01,In Transit
5311,2518,"Murphy, Torres and Shelton",2025-02-01,2025-02-01,Lost
5312,8480,Young Ltd,2025-02-01,2025-02-01,Delivered
5313,6880,Gonzalez-Ramirez,2025-02-01,2025-02-01,Delivered
5314,6202,Allen Ltd,2025-02-01,2025-02-01,Delayed
5315,4851,Edwards LLC,2025-02-01,2025-02-01,In Transit
5316,4806,"Hill, Garcia and Sheppard",2025-02-01,2025-02-01,Lost
5317,9822,"Gardner, Orozco and Mcgrath",2025-02-01,2025-02-01,In Transit
5318,4325,Ruiz Inc,2025-02-01,2025-02-01,Delayed
5319,7467,"Simpson, Wilson and Flores",2025-02-01,2025-02-01,Delayed
5320,1343,Maldonado Ltd,2025-02-01,2025-02-01,Delayed
5321,3842,Young-Hale,2025-02-01,2025-02-01,Lost
5322,9923,"Bailey, Harmon and Moody",2025-02-01,2025-02-01,Delivered
5323,6567,Martin-Smith,2025-02-01,2025-02-01,In Transit
5324,7067,Smith-Fisher,2025-02-01,2025-02-01,In Transit
5325,8846,Le-Williams,2025-02-01,2025-02-01,Delivered
5326,4082,Austin LLC,2025-02-01,2025-02-01,Delivered
5327,187,"Weaver, Stone and Lopez",2025-02-01,2025-02-01,In Transit
5328,226,Goodman-Ray,2025-02-01,2025-02-01,Delivered
5329,9734,Mcdowell-Moore,2025-02-01,2025-02-01,Lost
5330,8788,"Lynn, Ramsey and James",2025-02-01,2025-02-01,In Transit
5331,6902,Bell-Anderson,2025-02-01,2025-02-01,Lost
5332,9049,Campos Ltd,2025-02-01,2025-02-01,Delivered
5333,4393,Brooks-Smith,2025-02-01,2025-02-01,Lost
5334,5146,Horn Ltd,2025-02-01,2025-02-01,Delayed
5335,3319,Houston Inc,2025-02-01,2025-02-01,In Transit
5336,9988,Buckley-Sherman,2025-02-01,2025-02-01,Delivered
5337,2446,"Lowe, Lewis and Freeman",2025-02-01,2025-02-01,Delivered
5338,2786,"Matthews, Kennedy and Warren",2025-02-01,2025-02-01,In Transit
5339,2094,"Lopez, Donovan and Pierce",2025-02-01,2025-02-01,In Transit
5340,6533,"Hernandez, Patton and Walker",2025-02-01,2025-02-01,In Transit
5341,3356,Owen-Rivera,2025-02-01,2025-02-01,Delayed
5342,8791,"Tucker, Malone and Nelson",2025-02-01,2025-02-01,Delivered
5343,2860,Moore LLC,2025-02-01,2025-02-01,Delivered
5344,3730,Hernandez PLC,2025-02-01,2025-02-01,Delivered
5345,8109,Ingram-Guerra,2025-02-01,2025-02-01,Delivered
5346,3695,"Knight, Gross and Martinez",2025-02-01,2025-02-01,Delayed
5347,4245,Jones-Byrd,2025-02-01,2025-02-01,Delivered
5348,4390,"Reynolds, Watkins and Pearson",2025-02-01,2025-02-01,In Transit
5349,6422,Morgan-Johnson,2025-02-01,2025-02-01,In Transit
5350,8451,"Gonzalez, Le and Jensen",2025-02-01,2025-02-01,Delivered
5351,9113,Mccann PLC,2025-02-01,2025-02-01,In Transit
5352,4167,Benson-Washington,2025-02-01,2025-02-01,Delayed
5353,8880,Christensen and Sons,2025-02-01,2025-02-01,Delivered
5354,2689,Walters LLC,2025-02-01,2025-02-01,Delivered
5355,3139,Curtis-Santos,2025-02-01,2025-02-01,Delivered
5356,2892,Sims-Parks,2025-02-01,2025-02-01,Delayed
5357,6963,Jones-Lewis,2025-02-01,2025-02-01,Lost
5358,1958,"Payne, Aguilar and Leon",2025-02-01,2025-02-01,Lost
5359,1329,"Malone, Stone and Reyes",2025-02-01,2025-02-01,In Transit
5360,8329,Davis Inc,2025-02-01,2025-02-01,In Transit
5361,8340,Larson-Thompson,2025-02-01,2025-02-01,Lost
5362,3225,Sanchez Group,2025-02-01,2025-02-01,Delivered
5363,1818,"Santos, Jarvis and Bates",2025-02-01,2025-02-01,Delivered
5364,3716,Clark-Wall,2025-02-01,2025-02-01,Lost
5365,5211,Thompson Ltd,2025-02-01,2025-02-01,Delivered
5366,1322,Lewis-Hansen,2025-02-01,2025-02-01,Delayed
5367,5649,"Matthews, Sutton and Gordon",2025-02-01,2025-02-01,Delayed
5368,4947,"Mcclain, Hale and Williams",2025-02-01,2025-02-01,Delayed
5369,7318,"Schmitt, Rivera and Wise",2025-02-01,2025-02-01,Delivered
5370,2529,Wilson Inc,2025-02-01,2025-02-01,Lost
5371,457,Cochran Ltd,2025-02-01,2025-02-01,In Transit
5372,4328,Martin-Davis,2025-02-01,2025-02-01,Lost
5373,4316,Moore Group,2025-02-01,2025-02-01,Delayed
5374,2709,"Alexander, Hughes and Robinson",2025-02-01,2025-02-01,Delivered
5375,5624,Anderson Group,2025-02-01,2025-02-01,Lost
5376,3288,Buchanan-Smith,2025-02-01,2025-02-01,In Transit
5377,3578,Snyder LLC,2025-02-01,2025-02-01,Lost
5378,4147,"Davis, Miller and Stewart",2025-02-01,2025-02-01,Delayed
5379,856,Robinson-Vincent,2025-02-01,2025-02-01,Delivered
5380,7176,Anderson-Chavez,2025-02-01,2025-02-01,Delayed
5381,3643,"Beasley, Garcia and Andrews",2025-02-01,2025-02-01,Delivered
5382,826,Smith Inc,2025-02-01,2025-02-01,In Transit
5383,6557,"Combs, Todd and Brown",2025-02-01,2025-02-01,In Transit
5384,9024,Moore PLC,2025-02-01,2025-02-01,Delivered
5385,33,Lewis Group,2025-02-01,2025-02-01,Lost
5386,7988,Jefferson Ltd,2025-02-01,2025-02-01,Delivered
5387,7123,"Collins, Jones and Moon",2025-02-01,2025-02-01,Lost
5388,7914,"Hughes, Grimes and Young",2025-02-01,2025-02-01,Delayed
5389,8319,Simpson-Kline,2025-02-01,2025-02-01,Delayed
5390,9529,"Paul, Diaz and Horton",2025-02-01,2025-02-01,Lost
5391,7972,Hamilton and Sons,2025-02-01,2025-02-01,In Transit
5392,5197,Yu LLC,2025-02-01,2025-02-01,Lost
5393,3840,Page-Fisher,2025-02-01,2025-02-01,Delivered
5394,3812,Collins PLC,2025-02-01,2025-02-01,Delayed
5395,3644,Washington Inc,2025-02-01,2025-02-01,Delivered
5396,8173,"Meza, Garcia and Walker",2025-02-01,2025-02-01,In Transit
5397,3021,"Foster, Harris and Hancock",2025-02-01,2025-02-01,Delivered
5398,8752,Cantrell-Woods,2025-02-01,2025-02-01,Delayed
5399,918,Morgan Ltd,2025-02-01,2025-02-01,Delayed
5400,7157,Allen-Elliott,2025-02-01,2025-02-01,Delayed
5401,7513,Guerrero PLC,2025-02-01,2025-02-01,Lost
5402,1717,Gonzalez-Jacobs,2025-02-01,2025-02-01,Delivered
5403,7592,"Smith, Smith and Pope",2025-02-01,2025-02-01,In Transit
5404,2514,Thomas-Bennett,2025-02-01,2025-02-01,In Transit
5405,7560,Reeves Group,2025-02-01,2025-02-01,Lost
5406,2536,"Martinez, Myers and Smith",2025-02-01,2025-02-01,Delayed
5407,8864,"Scott, Schultz and Duke",2025-02-01,2025-02-01,In Transit
5408,9412,"Lowe, Higgins and Roberts",2025-02-01,2025-02-01,Delayed
5409,2594,Brown PLC,2025-02-01,2025-02-01,Delivered
5410,4296,"Smith, Lewis and Smith",2025-02-01,2025-02-01,Delivered
5411,7448,Greene PLC,2025-02-01,2025-02-01,Delayed
5412,6991,Manning-Cameron,2025-02-01,2025-02-01,In Transit
5413,7371,Johnson-Costa,2025-02-01,2025-02-01,Delivered
5414,7318,Price Group,2025-02-01,2025-02-01,Delivered
5415,891,Lang-Ramirez,2025-02-01,2025-02-01,In Transit
5416,7798,"Moore, Thomas and Walsh",2025-02-01,2025-02-01,In Transit
5417,1043,Frey-Quinn,2025-02-01,2025-02-01,In Transit
5418,7311,Medina-Paul,2025-02-01,2025-02-01,Delayed
5419,5409,"Porter, Frye and Smith",2025-02-01,2025-02-01,Delayed
5420,6414,"Werner, Miller and Johnson",2025-02-01,2025-02-01,Lost
5421,7531,"Morgan, Mitchell and Bennett",2025-02-01,2025-02-01,Delayed
5422,7863,Carter-Thomas,2025-02-01,2025-02-01,Delivered
5423,6036,"Meadows, Walls and Pace",2025-02-01,2025-02-01,In Transit
5424,707,Boyer LLC,2025-02-01,2025-02-01,Lost
5425,7427,Smith-Castro,2025-02-01,2025-02-01,Delayed
5426,4868,Fuller Inc,2025-02-01,2025-02-01,Delayed
5427,9910,Torres-Gonzalez,2025-02-01,2025-02-01,In Transit
5428,8044,Taylor-Cole,2025-02-01,2025-02-01,In Transit
5429,6531,Harris-Soto,2025-02-01,2025-02-01,Lost
5430,8056,Cunningham and Sons,2025-02-01,2025-02-01,In Transit
5431,3851,Newman Inc,2025-02-01,2025-02-01,In Transit
5432,2715,"Phillips, Williams and Huff",2025-02-01,2025-02-01,Delayed
5433,9431,Phillips-Vasquez,2025-02-01,2025-02-01,Delivered
5434,3590,Thompson and Sons,2025-02-01,2025-02-01,In Transit
5435,160,Guerrero Inc,2025-02-01,2025-02-01,Delivered
5436,3676,"Davis, Fisher and Mcknight",2025-02-01,2025-02-01,Delayed
5437,1977,"Reed, Howe and Vasquez",2025-02-01,2025-02-01,Lost
5438,1973,Price Group,2025-02-01,2025-02-01,Delayed
5439,5128,Wise-Adams,2025-02-01,2025-02-01,In Transit
5440,3211,Griffin PLC,2025-02-01,2025-02-01,Delivered
5441,898,"Paul, Montgomery and Mckee",2025-02-01,2025-02-01,Delivered
5442,8349,Solis Group,2025-02-01,2025-02-01,In Transit
5443,3120,Farley-Taylor,2025-02-01,2025-02-01,Delayed
5444,4416,Hughes-Le,2025-02-01,2025-02-01,Delivered
5445,1728,Ford-Velasquez,2025-02-01,2025-02-01,Delivered
5446,7226,Nolan-Peters,2025-02-01,2025-02-01,Delivered
5447,1792,"Becker, Banks and Lutz",2025-02-01,2025-02-01,Delivered
5448,9359,"Carpenter, Moore and Mcdonald",2025-02-01,2025-02-01,Delayed
5449,473,"Henson, Robertson and Wilson",2025-02-01,2025-02-01,Delayed
5450,9025,Fuller-Duran,2025-02-01,2025-02-01,In Transit
5451,8866,Rice and Sons,2025-02-01,2025-02-01,Lost
5452,5980,Smith and Sons,2025-02-01,2025-02-01,Lost
5453,3741,Wall-Wilson,2025-02-01,2025-02-01,Delivered
5454,2907,"Johnson, Bailey and Moreno",2025-02-01,2025-02-01,Delivered
5455,7881,Horn LLC,2025-02-01,2025-02-01,In Transit
5456,9674,Burns-Preston,2025-02-01,2025-02-01,Delivered
5457,8552,Perez PLC,2025-02-01,2025-02-01,Delivered
5458,9422,Rojas Ltd,2025-02-01,2025-02-01,Lost
5459,3452,Vargas-Horton,2025-02-01,2025-02-01,In Transit
5460,639,"Martinez, Smith and Smith",2025-02-01,2025-02-01,Lost
5461,2925,"Ellis, Guzman and Good",2025-02-01,2025-02-01,In Transit
5462,4530,Mayer-Ramirez,2025-02-01,2025-02-01,Lost
5463,7537,Preston and Sons,2025-02-01,2025-02-01,Lost
5464,3220,Ruiz-Tran,2025-02-01,2025-02-01,In Transit
5465,3647,Ingram Ltd,2025-02-01,2025-02-01,In Transit
5466,6349,Simpson-Franklin,2025-02-01,2025-02-01,In Transit
5467,9363,"Martin, Bennett and Doyle",2025-02-01,2025-02-01,Delayed
5468,8935,"Alvarez, Jackson and Baker",2025-02-01,2025-02-01,Lost
5469,7860,Lee Ltd,2025-02-01,2025-02-01,In Transit
5470,7663,"Estrada, Williams and Ortiz",2025-02-01,2025-02-01,Lost
5471,8812,Brown-Hall,2025-02-01,2025-02-01,Lost
5472,4201,Sanders-Pearson,2025-02-01,2025-02-01,Delayed
5473,4491,"Deleon, Wallace and Cochran",2025-02-01,2025-02-01,In Transit
5474,1967,"Schultz, Reynolds and Cantu",2025-02-01,2025-02-01,Delayed
5475,1342,"Garcia, Sparks and Moore",2025-02-01,2025-02-01,In Transit
5476,1734,Patterson and Sons,2025-02-01,2025-02-01,Delayed
5477,4305,"Stanley, Ford and Ferguson",2025-02-01,2025-02-01,Delivered
5478,7215,Fox LLC,2025-02-01,2025-02-01,Delivered
5479,5291,Lopez Ltd,2025-02-01,2025-02-01,Delayed
5480,7527,Brady-Thomas,2025-02-01,2025-02-01,Delivered
5481,242,Yang LLC,2025-02-01,2025-02-01,In Transit
5482,8260,Johnson and Sons,2025-02-01,2025-02-01,In Transit
5483,8609,"Olson, Moody and Perez",2025-02-01,2025-02-01,Lost
5484,2222,Ramirez LLC,2025-02-01,2025-02-01,Delayed
5485,8244,Hayes-Pineda,2025-02-01,2025-02-01,Delayed
5486,2875,"Davis, Sanders and Ferguson",2025-02-01,2025-02-01,Delivered
5487,271,Powell-Kennedy,2025-02-01,2025-02-01,Delivered
5488,2644,"Oneill, Mills and Munoz",2025-02-01,2025-02-01,Lost
5489,2945,Williams LLC,2025-02-01,2025-02-01,Lost
5490,6101,Hunter-Cowan,2025-02-01,2025-02-01,Delivered
5491,1879,Winters-Smith,2025-02-01,2025-02-01,Delayed
5492,2754,"Sparks, Baker and Jones",2025-02-01,2025-02-01,Lost
5493,2412,"Anderson, Mitchell and Morales",2025-02-01,2025-02-01,Delivered
5494,1132,"Casey, Reynolds and Mcdonald",2025-02-01,2025-02-01,In Transit
5495,4365,Pennington PLC,2025-02-01,2025-02-01,Delivered
5496,4706,Davenport-Miller,2025-02-01,2025-02-01,In Transit
5497,6326,"Davis, Miller and Hayes",2025-02-01,2025-02-01,Lost
5498,3832,"Rojas, Meyer and Forbes",2025-02-01,2025-02-01,Delivered
5499,6848,Santos Inc,2025-02-01,2025-02-01,Lost
5500,7195,"Hall, Bradley and Pena",2025-02-01,2025-02-01,Delayed
5501,9548,Gutierrez-Carpenter,2025-02-01,2025-02-01,Lost
5502,2161,"Vaughn, Russell and Patrick",2025-02-01,2025-02-01,Lost
5503,7222,"Alvarez, Anderson and Hale",2025-02-01,2025-02-01,Lost
5504,1796,"Norman, Garcia and Jones",2025-02-01,2025-02-01,Delayed
5505,6675,"Riley, Diaz and Gordon",2025-02-01,2025-02-01,In Transit
5506,5776,Davis Group,2025-02-01,2025-02-01,Delivered
5507,4935,Williams-Allen,2025-02-01,2025-02-01,Lost
5508,5430,Sloan Group,2025-02-01,2025-02-01,Lost
5509,4693,Smith-Dixon,2025-02-01,2025-02-01,In Transit
5510,6243,Kennedy Group,2025-02-01,2025-02-01,Delivered
5511,4253,"Jones, Morgan and Johnson",2025-02-01,2025-02-01,Lost
5512,9757,Castillo-Jones,2025-02-01,2025-02-01,Lost
5513,1538,"Sanchez, Lynch and Walker",2025-02-01,2025-02-01,Lost
5514,4757,Bullock-Bradley,2025-02-01,2025-02-01,Lost
5515,2594,Sheppard and Sons,2025-02-01,2025-02-01,Delivered
5516,9256,"Davis, Simmons and Bailey",2025-02-01,2025-02-01,In Transit
5517,8152,Carey Group,2025-02-01,2025-02-01,Lost
5518,3163,"Hernandez, Potts and Parsons",2025-02-01,2025-02-01,Lost
5519,319,Chen PLC,2025-02-01,2025-02-01,Delayed
5520,3956,"Miller, Reynolds and Preston",2025-02-01,2025-02-01,In Transit
5521,8909,Roth Group,2025-02-01,2025-02-01,In Transit
5522,1400,Brown PLC,2025-02-01,2025-02-01,In Transit
5523,383,Johnson-Miller,2025-02-01,2025-02-01,In Transit
5524,7900,"Clay, Smith and Phillips",2025-02-01,2025-02-01,Lost
5525,8855,Benitez and Sons,2025-02-01,2025-02-01,Delivered
5526,1916,Dunn-Parker,2025-02-01,2025-02-01,Delivered
5527,6695,Lewis Group,2025-02-01,2025-02-01,Delivered
5528,7809,"Simmons, Jones and Mcintosh",2025-02-01,2025-02-01,Delayed
5529,1159,Novak-Johnson,2025-02-01,2025-02-01,Lost
5530,781,"Liu, Parks and Davidson",2025-02-01,2025-02-01,Delivered
5531,3006,"Carroll, Perkins and Simmons",2025-02-01,2025-02-01,Delivered
5532,5206,Wolfe PLC,2025-02-01,2025-02-01,In Transit
5533,8442,"Robinson, Barron and Sullivan",2025-02-01,2025-02-01,In Transit
5534,3259,Figueroa-Wall,2025-02-01,2025-02-01,Delivered
5535,2460,"Nelson, Walker and Olson",2025-02-01,2025-02-01,Delivered
5536,7779,"Cox, Taylor and Lynch",2025-02-01,2025-02-01,Delayed
5537,4770,Gutierrez PLC,2025-02-01,2025-02-01,Delayed
